date,url,biweekly_type
1/12/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=337,163
1/26/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=377,163
2/9/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=397,163
2/23/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=417,163
3/8/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=437,163
3/22/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=476,163
4/5/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=516,163
4/19/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=536,163
5/3/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=556,163
5/17/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=576,163
5/31/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=596,163
6/14/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=636,163
6/28/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=656,163
7/12/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=676,163
7/26/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=696,163
8/9/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=716,163
8/23/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=736,163
9/6/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=756,163
9/20/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=776,163
10/4/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=796,163
10/18/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=816,163
11/1/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=836,163
11/15/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=856,163
11/29/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=876,163
12/13/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=898,163
12/27/2016,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=918,163
1/10/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=936,163
1/24/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=977,163
1/24/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=976,163
2/7/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=996,163
2/21/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1016,163
3/7/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1036,163
3/21/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1056,163
4/4/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1076,163
4/18/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1096,163
5/2/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1116,163
5/16/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1136,163
5/30/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1156,163
6/13/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1176,163
6/27/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1196,163
7/11/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1216,163
7/25/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1236,163
8/22/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1278,163
9/5/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1296,163
9/19/2017,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=1316,163
